Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
psd,,phosphatidylserine decarboxylase,1167,1167,1.0,4.0,178.0,4.0,178.0,,968,968,968
thiI,,tRNA 4-thiouridine(8) synthase ThiI,1167,1167,1.0,2.0,347.0,2.0,319.0,,1448,1448,1448
galT,,galactose-1-phosphate uridylyltransferase,1167,1167,1.0,3.0,426.0,3.0,144.0,,1046,1046,1046
trmG/rlmN,,bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN,1167,1167,1.0,5.0,225.0,5.0,261.0,,1166,1166,1166
rseA,,anti-sigma-E factor RseA,1167,1167,1.0,1.0,482.0,1.0,224.0,,650,650,650
yfhb,,phosphatidylglycerophosphatase C,1167,1167,1.0,5.0,177.0,5.0,213.0,,635,635,635
mraY,,phospho-N-acetylmuramoyl-pentapeptide- transferase,1167,1167,1.0,9.0,78.0,9.0,132.0,,1082,1082,1082
fetB,,iron export ABC transporter permease subunit FetB,1167,1167,1.0,2.0,429.0,2.0,401.0,,779,779,779
flgB,,flagellar basal body rod protein FlgB,1167,1167,1.0,1.0,396.0,1.0,141.0,,416,416,416
cheY,,chemotaxis protein CheY,1167,1167,1.0,1.0,42.0,1.0,386.0,,389,389,389
ubiC,,chorismate lyase,1167,1167,1.0,4.0,56.0,4.0,59.0,,497,497,497
rpoZ,,DNA-directed RNA polymerase subunit omega,1167,1329,1.14,7.0,77.0,7.0,148.0,,275,275,275
rpsJ,,30S ribosomal protein S10,1167,1167,1.0,12.0,53.0,12.0,41.0,,311,311,311
rimM,,ribosome maturation factor RimM,1167,1171,1.01,6.0,17.0,6.0,280.0,,548,548,548
C2K18_05305,,YciK family oxidoreductase,1167,1167,1.0,1.0,252.0,1.0,595.0,,761,761,761
typA,,ribosome-dependent GTPase TypA,1167,1167,1.0,10.0,125.0,10.0,105.0,,1823,1823,1823
pabB,,aminodeoxychorismate synthase component 1,1167,1167,1.0,1.0,145.0,1.0,488.0,,1364,1364,1364
aroH,,3-deoxy-7-phosphoheptulonate synthase AroH,1167,1167,1.0,1.0,666.0,1.0,981.0,,1046,1046,1046
CF284_19300,,GTP-binding protein,1167,1167,1.0,8.0,343.0,8.0,38.0,,986,986,986
ugpE,,sn-glycerol-3-phosphate ABC transporter permease UgpE,1167,1167,1.0,7.0,208.0,7.0,340.0,,845,845,845
group_17519,narI,respiratory nitrate reductase subunit gamma,1167,1167,1.0,1.0,211.0,1.0,554.0,,677,677,677
rpsP,,30S ribosomal protein S16,1167,1170,1.01,6.0,18.0,6.0,281.0,,248,248,248
emtA,,membrane-bound lytic murein transglycosylase EmtA,1167,1167,1.0,1.0,171.0,1.0,514.0,,611,611,611
purF,,amidophosphoribosyltransferase,1167,1167,1.0,5.0,389.0,5.0,118.0,,1517,1517,1517
ravA,,ATPase RavA,1167,1167,1.0,14.0,11.0,14.0,11.0,,1496,1496,1496
pssA,,CDP-diacylglycerol--serine O-phosphatidyltransferase,1167,1167,1.0,1.0,468.0,1.0,209.0,,1355,1355,1355
pheP,,phenylalanine transporter,1167,1167,1.0,2.0,490.0,2.0,465.0,,1394,1394,1394
argF,,ornithine carbamoyltransferase,1167,1167,1.0,4.0,403.0,4.0,384.0,,1004,1004,1004
nudK,,GDP-mannose pyrophosphatase NudK,1167,1167,1.0,5.0,275.0,5.0,311.0,,575,575,575
lepB,,signal peptidase I,1167,1167,1.0,5.0,164.0,5.0,200.0,,974,974,974
amiB,,N-acetylmuramoyl-L-alanine amidase AmiB,1167,1167,1.0,4.0,185.0,4.0,495.0,,1319,1322,1319
prfC,,peptide chain release factor 3,1167,1167,1.0,4.0,306.0,4.0,280.0,,1584,1589,1588
speD,,adenosylmethionine decarboxylase,1167,1167,1.0,9.0,120.0,9.0,174.0,,794,794,794
fadR,,fatty acid metabolism transcriptional regulator FadR,1167,1167,1.0,1.0,165.0,1.0,508.0,,719,719,719
nhaB,,Na(+)/H(+) antiporter NhaB,1167,1167,1.0,1.0,164.0,1.0,507.0,,1544,1544,1544
ybaK,,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,1167,1167,1.0,2.0,420.0,2.0,392.0,,479,479,479
sipC,,SPI-1 type III secretion system needle tip complex protein SipC,1167,1167,1.0,6.0,229.0,6.0,146.0,,1229,1229,1229
csdA,,cysteine desulfurase CsdA,1167,1167,1.0,6.0,371.0,6.0,42.0,,1205,1205,1205
DY730_01980,,serine protease,1167,1167,1.0,1.0,804.0,1.0,843.0,,821,821,821
cueR,,HTH-type transcriptional regulator CueR,1167,1167,1.0,2.0,425.0,2.0,397.0,,416,416,416
nth,,endonuclease III,1167,1167,1.0,1.0,772.0,1.0,875.0,,635,635,635
hybA,,hydrogenase 2 operon protein HybA,1167,1167,1.0,3.0,137.0,3.0,405.0,,986,986,986
GPA43_000104,,DUF481 domain-containing protein,1167,1167,1.0,1.0,644.0,1.0,1003.0,,758,758,758
pgtC,,phosphoglycerate transport regulator PgtC,1167,1167,1.0,5.0,354.0,5.0,389.0,,1193,1193,1193
rpoN,,RNA polymerase factor sigma-54,1167,1167,1.0,3.0,469.0,3.0,188.0,,1433,1433,1433
E3I96_07865,,tripartite tricarboxylate transporter substrate binding protein,1167,1167,1.0,6.0,128.0,6.0,247.0,,977,977,977
matP,,macrodomain Ter protein MatP,1167,1167,1.0,1.0,282.0,1.0,29.0,,452,452,452
qseB,,two-component system response regulator QseB,1167,1167,1.0,3.0,167.0,3.0,375.0,,659,659,659
nrdF,,ribonucleoside-diphosphate reductase 2 subunit beta,1167,1167,1.0,6.0,153.0,6.0,222.0,,959,959,959
CE635_22295,,DUF494 domain-containing protein,1167,1167,1.0,12.0,16.0,12.0,78.0,,473,473,473
L7C00_003562,,U32 family peptidase,1167,1167,1.0,3.0,514.0,3.0,234.0,,995,995,995
lpxA,,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,1167,1167,1.0,9.0,189.0,9.0,21.0,,788,788,788
hypT,,hypochlorite stress DNA-binding transcriptional regulator HypT,1167,1167,1.0,4.0,353.0,4.0,327.0,,908,908,908
exbB,,biopolymer transporter ExbB,1167,1167,1.0,3.0,148.0,3.0,394.0,,734,734,734
ispC,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,1167,1167,1.0,9.0,198.0,9.0,30.0,,1196,1196,1196
osmE,,osmotically-inducible lipoprotein OsmE,1167,1167,1.0,1.0,628.0,1.0,1019.0,,341,341,341
phnR,,phosphonate utilization transcriptional regulator PhnR,1167,1167,1.0,2.0,352.0,2.0,324.0,,719,719,719
sucD,,succinate--CoA ligase subunit alpha,1167,1167,1.0,2.0,29.0,2.0,27.0,,869,869,869
ilvD,,dihydroxy-acid dehydratase,1167,1167,1.0,11.0,90.0,11.0,67.0,,1850,1850,1850
rpsF,,30S ribosomal protein S6,1167,1167,1.0,4.0,479.0,4.0,459.0,,395,395,395
kbl,,glycine C-acetyltransferase,1167,1211,1.04,7.0,115.0,7.0,180.0,,1196,1196,1196
galM,,galactose-1-epimerase,1167,1167,1.0,3.0,428.0,3.0,146.0,,1040,1040,1040
yejK,,nucleoid-associated protein YejK,1167,1167,1.0,8.0,359.0,8.0,22.0,,1007,1007,1007
IOY77_003654,,dTMP kinase,1167,1167,1.0,1.0,425.0,1.0,168.0,,641,641,641
rsxA,,electron transport complex subunit RsxA,1167,1167,1.0,1.0,778.0,1.0,869.0,,581,581,581
znuB,,zinc ABC transporter permease subunit ZnuB,1167,1167,1.0,1.0,66.0,1.0,410.0,,785,785,785
flhB,,flagellar type III secretion system protein FlhB,1167,1167,1.0,1.0,44.0,1.0,388.0,,1151,1151,1151
frsA,,esterase FrsA,1167,1394,1.2,2.0,191.0,2.0,161.0,,1237,1244,1243
queE,,7-carboxy-7-deazaguanine synthase QueE,1167,1167,1.0,6.0,297.0,6.0,78.0,,671,674,671
ispD,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,1167,1167,1.0,6.0,274.0,6.0,101.0,,710,710,710
accC,,acetyl-CoA carboxylase biotin carboxylase subunit,1167,1167,1.0,15.0,31.0,15.0,14.0,,1349,1349,1349
deoB,,phosphopentomutase,1167,1167,1.0,4.0,297.0,4.0,271.0,,1223,1223,1223
mprA,,transcriptional repressor MprA,1167,1167,1.0,6.0,158.0,6.0,217.0,,530,530,530
lptG,,LPS export ABC transporter permease LptG,1167,1167,1.0,4.0,388.0,4.0,363.0,,1082,1082,1082
argP,,LysR family transcriptional regulator ArgP,1167,1167,1.0,3.0,50.0,3.0,502.0,,893,893,893
FCF49_05680,,5-carboxymethyl-2-hydroxymuconate Delta-isomerase,1167,1167,1.0,1.0,317.0,1.0,64.0,,380,380,380
azoR,,FMN-dependent NADH-azoreductase,1167,1216,1.05,1.0,971.0,1.0,678.0,,605,605,605
feoB,,Fe(2+) transporter permease subunit FeoB,1167,1167,1.0,7.0,160.0,7.0,30.0,,2318,2318,2318
metA,,homoserine O-succinyltransferase,1167,1167,1.0,4.0,2.0,4.0,6.0,,929,929,929
cadB,,cadaverine/lysine antiporter,1167,1167,1.0,5.0,188.0,5.0,224.0,,1331,1337,1331
ubiI,,FAD-dependent 2-octaprenylphenol hydroxylase,1167,1167,1.0,3.0,42.0,3.0,494.0,,1202,1202,1202
manA,,mannose-6-phosphate isomerase,1167,1167,1.0,1.0,786.0,1.0,861.0,,1175,1175,1175
dkgA,,"2,5-didehydrogluconate reductase DkgA",1167,1167,1.0,3.0,154.0,3.0,388.0,,827,827,827
uspF,,universal stress protein UspF,1167,1198,1.03,1.0,982.0,1.0,667.0,,434,434,434
CE616_01385,,Zn-dependent oxidoreductase,1167,1167,1.0,1.0,827.0,1.0,820.0,,1019,1019,1019
ytfE,,iron-sulfur cluster repair protein YtfE,1167,1167,1.0,4.0,471.0,4.0,451.0,,662,662,662
aaeB,,p-hydroxybenzoic acid efflux pump subunit AaeB,1167,1167,1.0,15.0,14.0,15.0,35.0,,1967,1967,1967
aroC,,chorismate synthase,1167,1167,1.0,5.0,367.0,5.0,140.0,,1085,1085,1085
yccA,,FtsH protease modulator YccA,1167,1167,1.0,1.0,298.0,1.0,45.0,,656,659,658
sohB,,protease SohB,1167,1167,1.0,1.0,253.0,1.0,596.0,,1046,1046,1046
fepC,,iron-enterobactin ABC transporter ATP-binding protein,1167,1167,1.0,2.0,514.0,2.0,490.0,,794,794,794
GXG70_06435,,type I secretion system permease/ATPase,1167,1167,1.0,6.0,33.0,6.0,296.0,,2180,2180,2180
rplN,,50S ribosomal protein L14,1167,1167,1.0,12.0,42.0,12.0,52.0,,371,371,371
pstC,,phosphate ABC transporter permease PstC,1167,1167,1.0,14.0,34.0,14.0,34.0,,959,959,959
GSD50_003892,,hypothetical protein,1167,1167,1.0,4.0,268.0,4.0,242.0,,314,314,314
fliH,,flagellar assembly protein FliH,1167,1167,1.0,8.0,36.0,8.0,203.0,,707,707,707
tkt,,transketolase,1167,1167,1.0,3.0,64.0,3.0,516.0,,1991,1991,1991
hda,,DnaA inactivator Hda,1167,1167,1.0,5.0,255.0,5.0,291.0,,725,725,725
rlmH,,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,1167,1167,1.0,2.0,567.0,2.0,542.0,,467,467,467
ydiB,,quinate/shikimate dehydrogenase,1167,1167,1.0,1.0,678.0,1.0,969.0,,866,866,866
ptsP,,phosphoenolpyruvate-protein phosphotransferase PtsP,1167,1167,1.0,6.0,353.0,6.0,24.0,,2246,2246,2246
mzrA,,EnvZ/OmpR regulon moderator MzrA,1167,1167,1.0,3.0,260.0,3.0,280.0,,383,383,383
D6N02_06725,,CidB/LrgB family autolysis modulator,1167,1167,1.0,8.0,312.0,8.0,69.0,,695,695,695
DA959_11550,,3-phenylpropionate MFS transporter,1167,1167,1.0,5.0,192.0,5.0,228.0,,1133,1139,1138
flgK,,flagellar hook-associated protein FlgK,1167,1167,1.0,1.0,405.0,1.0,150.0,,1661,1661,1661
golS,,Au(I) sensor transcriptional regulator GolS,1167,1167,1.0,2.0,274.0,2.0,246.0,,464,464,464
GPA54_000842,,peroxiredoxin,1167,1167,1.0,2.0,323.0,2.0,295.0,,602,602,602
nadD,,nicotinate-nucleotide adenylyltransferase,1167,1167,1.0,2.0,571.0,2.0,546.0,,641,641,641
pldB,,lysophospholipase L2,1167,1167,1.0,11.0,27.0,11.0,27.0,,1016,1016,1016
nuoJ,,NADH-quinone oxidoreductase subunit J,1167,1167,1.0,5.0,74.0,5.0,74.0,,554,554,554
hpt,,hypoxanthine phosphoribosyltransferase,1167,1167,1.0,9.0,125.0,9.0,179.0,,536,536,536
holA,,DNA polymerase III subunit delta,1167,1167,1.0,2.0,572.0,2.0,547.0,,1031,1031,1031
prgJ,,type III secretion system inner rod protein PrgJ,1167,1167,1.0,6.0,217.0,6.0,158.0,,305,305,305
pdxH,,pyridoxamine 5'-phosphate oxidase,1167,1167,1.0,1.0,767.0,1.0,880.0,,656,656,656
polA,,DNA polymerase I,1167,1167,1.0,10.0,136.0,10.0,94.0,,2786,2786,2786
rsmE,,16S rRNA (uracil(1498)-N(3))-methyltransferase,1167,1167,1.0,3.0,82.0,3.0,534.0,,731,731,731
NEV99_001505,,LysR family transcriptional regulator,1167,1167,1.0,4.0,98.0,4.0,100.0,,887,887,887
hypD,,hydrogenase formation protein HypD,1167,1167,1.0,6.0,201.0,6.0,173.0,,1121,1121,1121
ubiE,,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",1167,1167,1.0,11.0,17.0,11.0,17.0,,755,755,755
GPD02_001760,,pyridine nucleotide-disulfide oxidoreductase,1167,1167,1.0,2.0,485.0,2.0,460.0,,1319,1325,1324
atpH,,F0F1 ATP synthase subunit delta,1167,1167,1.0,14.0,22.0,14.0,22.0,,533,533,533
sapC,,peptide ABC transporter permease SapC,1167,1176,1.01,1.0,1026.0,1.0,623.0,,890,890,890
mreD,,rod shape-determining protein MreD,1167,1167,1.0,15.0,22.0,15.0,43.0,,488,491,490
iscR,,Fe-S cluster assembly transcriptional regulator IscR,1167,1167,1.0,5.0,202.0,5.0,238.0,,494,494,494
era,,GTPase Era,1167,1167,1.0,5.0,166.0,5.0,202.0,,905,905,905
pfkA,,ATP-dependent 6-phosphofructokinase,1167,1167,1.0,10.0,71.0,10.0,71.0,,962,962,962
ID420_002802,,UbiX family flavin prenyltransferase,1167,1167,1.0,5.0,394.0,5.0,113.0,,569,569,569
serS,,serine--tRNA ligase,1167,1167,1.0,13.0,53.0,13.0,22.0,,1292,1292,1292
GZ309_000884,,putative acyl-CoA thioester hydrolase,1167,1167,1.0,3.0,415.0,3.0,132.0,,1283,1283,1283
rplR,,50S ribosomal protein L18,1167,1167,1.0,12.0,36.0,12.0,58.0,,353,353,353
aceA,,isocitrate lyase,1167,1167,1.0,4.0,4.0,4.0,8.0,,1304,1304,1304
IQW34_003623,,hypothetical protein,1167,1167,1.0,1.0,202.0,1.0,545.0,,353,353,353
treF,,"alpha,alpha-trehalase TreF",1167,1167,1.0,7.0,256.0,7.0,292.0,,1649,1649,1649
hldE,,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE,1167,1167,1.0,3.0,190.0,3.0,351.0,,1433,1433,1433
zntR,,Zn(2+)-responsive transcriptional regulator,1167,1167,1.0,12.0,24.0,12.0,70.0,,425,425,425
FNK94_12960,,MFS transporter,1167,1167,1.0,2.0,358.0,2.0,330.0,,1364,1364,1364
tpx,,thiol peroxidase,1167,1178,1.01,1.0,1014.0,1.0,635.0,,506,506,506
uraA,,uracil permease,1167,1167,1.0,5.0,254.0,5.0,290.0,,1289,1289,1289
gpmB,,phosphoglycerate mutase GpmB,1167,1167,1.0,4.0,280.0,4.0,254.0,,644,647,646
gcvA,,transcriptional regulator GcvA,1167,1167,1.0,6.0,373.0,6.0,44.0,,917,917,917
dcd,,dCTP deaminase,1167,1167,1.0,8.0,248.0,8.0,133.0,,581,581,581
tcdA,,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,1167,1167,1.0,6.0,368.0,6.0,39.0,,806,806,806
C6I92_14920,,ABC transporter permease,1167,1167,1.0,9.0,128.0,9.0,182.0,,770,770,770
tusD,,sulfurtransferase complex subunit TusD,1167,1167,1.0,12.0,65.0,12.0,29.0,,386,386,386
gloA,,lactoylglutathione lyase,1167,1167,1.0,1.0,754.0,1.0,893.0,,407,407,407
zwf,,glucose-6-phosphate dehydrogenase,1167,1167,1.0,1.0,74.0,1.0,418.0,,1475,1475,1475
GSD30_004259,,shikimate 5-dehydrogenase,1167,1167,1.0,14.0,31.0,14.0,31.0,,818,818,818
pqiA,,membrane integrity-associated transporter subunit PqiA,1167,1167,1.0,1.0,276.0,1.0,23.0,,1253,1253,1253
K0925_004328,,hydrolase,1167,1167,1.0,13.0,40.0,13.0,9.0,,677,677,677
group_17829,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,1167,1167,1.0,4.0,485.0,4.0,465.0,,650,650,650
focA,,formate transporter FocA,1167,1167,1.0,13.0,63.0,13.0,32.0,,857,857,857
nuoH,,NADH-quinone oxidoreductase subunit NuoH,1167,1167,1.0,5.0,76.0,5.0,76.0,,977,977,977
BG170_002653,,LacI family DNA-binding transcriptional regulator,1167,1167,1.0,5.0,100.0,5.0,101.0,,1019,1019,1019
ubiG,,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,1167,1167,1.0,5.0,27.0,5.0,28.0,,728,728,728
surA,,peptidylprolyl isomerase SurA,1167,1167,1.0,9.0,43.0,9.0,96.0,,1286,1286,1286
dapE,,succinyl-diaminopimelate desuccinylase,1167,1167,1.0,5.0,268.0,5.0,304.0,,1127,1127,1127
nuoE,,NADH-quinone oxidoreductase subunit NuoE,1167,1167,1.0,5.0,79.0,5.0,79.0,,500,500,500
fucI,,L-fucose isomerase,1167,1167,1.0,6.0,325.0,6.0,50.0,,1775,1775,1775
suhB,,inositol-1-monophosphatase,1167,1167,1.0,5.0,200.0,5.0,236.0,,803,803,803
rpsH,,30S ribosomal protein S8,1167,1167,1.0,12.0,38.0,12.0,56.0,,392,392,392
tpiA,,triose-phosphate isomerase,1167,1167,1.0,10.0,52.0,10.0,52.0,,767,767,767
CIX40_04885,,DUF202 domain-containing protein,1167,1167,1.0,7.0,9.0,7.0,80.0,,347,347,347
sscB,,CesD/SycD/LcrH family type III secretion system chaperone,1167,1167,1.0,1.0,722.0,1.0,925.0,,434,434,434
ansA,,asparaginase,1167,1167,1.0,1.0,609.0,1.0,1038.0,,1016,1016,1016
zraP,,zinc resistance sensor/chaperone ZraP,1167,1167,1.0,16.0,20.0,16.0,5.0,,455,455,455
E6U56_20585,,ABC transporter ATP-binding protein,1167,1167,1.0,3.0,431.0,3.0,149.0,,776,776,776
cutA,,divalent cation tolerance protein CutA,1167,1167,1.0,4.0,154.0,4.0,154.0,,347,347,347
miaA,,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,1167,1167,1.0,4.0,187.0,4.0,493.0,,950,950,950
ftsL,,cell division protein FtsL,1167,1167,1.0,9.0,74.0,9.0,128.0,,365,365,365
plsC,,1-acylglycerol-3-phosphate O-acyltransferase,1167,1167,1.0,3.0,163.0,3.0,379.0,,737,737,737
der,,ribosome biogenesis GTPase Der,1167,1167,1.0,5.0,231.0,5.0,267.0,,1472,1472,1472
cdsA,,phosphatidate cytidylyltransferase,1167,1167,1.0,9.0,195.0,9.0,27.0,,857,857,857
GSB28_000111,,threonine/serine exporter,1167,1167,1.0,4.0,318.0,4.0,292.0,,473,473,473
slyD,,peptidylprolyl isomerase,1167,1167,1.0,12.0,69.0,12.0,25.0,,587,590,589
kup,,low affinity potassium transporter Kup,1167,1167,1.0,14.0,10.0,14.0,10.0,,1868,1868,1868
DPG42_04685,,ABC transporter permease,1167,1167,1.0,2.0,438.0,2.0,410.0,,656,659,658
D5I34_22120,,DNA topoisomerase,1167,1167,1.0,12.0,15.0,12.0,84.0,,542,542,542
EJG78_14300,,putative transporter,1167,1167,1.0,7.0,8.0,7.0,79.0,,1661,1661,1661
frdA,,fumarate reductase (quinol) flavoprotein subunit,1167,1167,1.0,4.0,173.0,4.0,173.0,,1790,1790,1790
DWE66_03590,,LapA family protein,1167,1167,1.0,1.0,1044.0,1.0,605.0,,308,308,308
glpB,,glycerol-3-phosphate dehydrogenase subunit GlpB,1167,1167,1.0,5.0,36.0,5.0,37.0,,1256,1259,1258
wcaE,,colanic acid biosynthesis glycosyltransferase WcaE,1167,1167,1.0,8.0,237.0,8.0,350.0,,746,746,746
leuE,,leucine efflux protein LeuE,1167,1167,1.0,1.0,580.0,1.0,325.0,,638,638,638
rcsF,,Rcs stress response system protein RcsF,1167,1167,1.0,9.0,173.0,9.0,5.0,,404,404,404
malE,,maltose/maltodextrin ABC transporter substrate-binding protein MalE,1167,1167,1.0,4.0,52.0,4.0,55.0,,1190,1202,1190
IB578_003821,,tetratricopeptide repeat protein,1167,1167,1.0,5.0,229.0,5.0,265.0,,620,620,620
purB,,adenylosuccinate lyase,1167,1167,1.0,1.0,457.0,1.0,200.0,,1370,1370,1370
spaR,,SPI-1 type III secretion system export apparatus protein SpaR,1167,1167,1.0,6.0,233.0,6.0,142.0,,791,791,791
hisH,,imidazole glycerol phosphate synthase subunit HisH,1167,1167,1.0,8.0,201.0,8.0,313.0,,590,590,590
hpaC,,4-hydroxyphenylacetate 3-monooxygenase reductase subunit,1167,1167,1.0,1.0,311.0,1.0,58.0,,512,512,512
citC,,[citrate (pro-3S)-lyase] ligase,1167,1167,1.0,2.0,548.0,2.0,524.0,,1076,1076,1076
nuoK,,NADH-quinone oxidoreductase subunit NuoK,1167,1167,1.0,5.0,73.0,5.0,73.0,,302,302,302
purN,,phosphoribosylglycinamide formyltransferase,1167,1167,1.0,5.0,250.0,5.0,286.0,,638,638,638
HX982_004897,,YicC family protein,1167,1409,1.21,7.0,86.0,7.0,155.0,,863,863,863
eutR,,HTH-type transcriptional regulator EutR,1167,1167,1.0,5.0,299.0,5.0,334.0,,1052,1052,1052
hisA,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase,1167,1167,1.0,8.0,202.0,8.0,314.0,,737,737,737
atpE,,F0F1 ATP synthase subunit C,1167,1167,1.0,14.0,20.0,14.0,20.0,,239,239,239
can,,carbonate dehydratase,1167,1167,1.0,9.0,126.0,9.0,180.0,,662,662,662
hslV,,ATP-dependent protease subunit HslV,1167,1167,1.0,10.0,41.0,10.0,41.0,,530,530,530
GK445_13815,,MFS transporter,1167,1167,1.0,7.0,29.0,7.0,100.0,,1328,1328,1328
DSD00_12635,,FUSC family protein,1167,1167,1.0,8.0,183.0,8.0,295.0,,1058,1058,1058
GV134_13070,,polysaccharide export protein,1167,1167,1.0,8.0,244.0,8.0,357.0,,1139,1139,1139
yhdJ,,adenine-specific DNA-methyltransferase,1167,1167,1.0,15.0,38.0,15.0,8.0,,884,884,884
msbA,,lipid A ABC transporter ATP-binding protein/permease MsbA,1167,1167,1.0,13.0,73.0,13.0,42.0,,1748,1748,1748
bolA,,transcriptional regulator BolA,1167,1167,1.0,2.0,369.0,2.0,341.0,,317,317,317
dppF,,dipeptide ABC transporter ATP binding subunit DppF,1167,1167,1.0,7.0,281.0,7.0,267.0,,1013,1013,1013
galU,,UTP--glucose-1-phosphate uridylyltransferase GalU,1167,1167,1.0,1.0,218.0,1.0,561.0,,908,908,908
lsrA,,autoinducer 2 ABC transporter ATP-binding protein LsrA,1167,1167,1.0,10.0,59.0,10.0,59.0,,1535,1535,1535
rpsR,,30S ribosomal protein S18,1167,1167,1.0,4.0,477.0,4.0,457.0,,227,227,227
lysS,,lysine--tRNA ligase,1167,1167,1.0,3.0,22.0,3.0,474.0,,1517,1517,1517
DCT44_12645,,hemolysin III family protein,1167,1167,1.0,3.0,34.0,3.0,486.0,,659,659,659
aroB,,3-dehydroquinate synthase,1167,1167,1.0,7.0,138.0,7.0,8.0,,1088,1088,1088
CIX89_14815,,diaminopimelate decarboxylase,1167,1167,1.0,5.0,390.0,5.0,117.0,,1397,1397,1397
GOQ61_002701,,D-threonate 4-phosphate dehydrogenase,1167,1167,1.0,9.0,118.0,9.0,172.0,,983,983,983
CHY07_18430,,YcjX family protein,1167,1176,1.01,1.0,1017.0,1.0,632.0,,1397,1403,1399
treR,,HTH-type transcriptional regulator TreR,1167,1167,1.0,4.0,414.0,4.0,395.0,,947,947,947
plsX,,phosphate acyltransferase PlsX,1167,1167,1.0,1.0,417.0,1.0,160.0,,1079,1079,1079
crr,,PTS glucose transporter subunit IIA,1167,1167,1.0,5.0,320.0,5.0,355.0,,509,509,509
clpP,,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,1167,1167,1.0,2.0,371.0,2.0,343.0,,623,623,623
yciA,,acyl-CoA thioester hydrolase YciA,1167,1167,1.0,1.0,233.0,1.0,576.0,,401,401,401
pat,,protein lysine acetyltransferase,1167,1167,1.0,1.0,469.0,1.0,210.0,,2660,2660,2660
KUI16_001496,,ABC transporter permease,1167,1167,1.0,1.0,567.0,1.0,312.0,,974,974,974
fabH,,ketoacyl-ACP synthase III,1167,1167,1.0,1.0,418.0,1.0,161.0,,953,953,953
selD,,"selenide, water dikinase SelD",1167,1167,1.0,1.0,612.0,1.0,1035.0,,1043,1043,1043
phoP,,two-component system response regulator PhoP,1167,1167,1.0,1.0,456.0,1.0,199.0,,671,674,673
glyQ,,glycine--tRNA ligase subunit alpha,1167,1167,1.0,7.0,311.0,7.0,238.0,,911,911,911
CIX39_10330,,class I SAM-dependent methyltransferase,1167,1167,1.0,2.0,130.0,2.0,102.0,,722,722,722
viaA,,ATPase RavA stimulator ViaA,1167,1167,1.0,14.0,12.0,14.0,12.0,,1451,1451,1451
group_17967,cydB,cytochrome d ubiquinol oxidase subunit II,1167,1167,1.0,2.0,27.0,2.0,25.0,,1139,1139,1139
KDM75_000735,,DUF4310 family protein,1167,1167,1.0,4.0,423.0,4.0,404.0,,644,644,644
K1Z12_003293,,DUF882 domain-containing protein,1167,1167,1.0,13.0,85.0,13.0,54.0,,548,548,548
mrdA,,peptidoglycan DD-transpeptidase MrdA,1167,1167,1.0,2.0,566.0,2.0,541.0,,1901,1901,1901
grpE,,nucleotide exchange factor GrpE,1167,1170,1.01,6.0,23.0,6.0,286.0,,590,590,590
iroB,,glycosyltransferase,1167,1167,1.0,6.0,114.0,6.0,261.0,,1115,1115,1115
mdtH,,multidrug efflux MFS transporter MdtH,1167,1167,1.0,1.0,387.0,1.0,132.0,,1208,1208,1208
ahpC,,alkyl hydroperoxide reductase subunit C,1167,1167,1.0,2.0,532.0,2.0,508.0,,563,563,563
fadM,,YbgC/FadM family acyl-CoA thioesterase,1167,1167,1.0,2.0,377.0,2.0,349.0,,398,398,398
ppk1,,polyphosphate kinase 1,1167,1167,1.0,5.0,249.0,5.0,285.0,,2066,2066,2066
DOQ03_18045,,6-phospho-beta-glucosidase,1167,1167,1.0,1.0,633.0,1.0,1014.0,,1355,1355,1355
GY336_002682,,DUF202 domain-containing protein,1167,1167,1.0,7.0,10.0,7.0,81.0,,362,362,362
